text,testament,book,chapter,verse,duration_seconds,speaker_id,filename,everyvoice_utmos,everyvoice_asr_hyp,everyvoice_wer
"Ní ọdún kìn-ín-ní ìjọba rẹ̀, èmi Daniẹli fi iyè sí i láti inú ìwé, gẹ́gẹ́ bí ọ̀rọ̀ Olúwa tí wòlíì Jeremiah, wá pé, àádọ́rin ọdún ni Jerusalẹmu yóò fi wà ní ahoro.",Old Testament,Daniel,9,2,15.96,SPEAKER_00,DAN_009_Verse_002.wav,2.162109375,ní ọdún kìn-ín-ní ìjọba rẹ̀ èmi daniẹli fiyè sí i láti inú ìwé gẹ́gẹ́ bí ọ̀rọ̀ olúwa ti wòlíì jeremiah wá pé àádọ́rin ọdún ni jerusalẹmu yóò fi wà ní ahoro,0.375
"Ẹ má ṣe purọ́ fún ara yín, níwọ̀n ìgbà tí ẹ ti bọ́ ògbólógbòó ara yín pẹ̀lú ìṣe rẹ̀ sílẹ̀,",New Testament,Colossians,3,9,5.95,SPEAKER_00,COL_003_Verse_009.wav,2.248046875,ẹ má ṣe purọ́ fún ara yín níwọ̀n ìgbà tí ẹ ti bọ́ ògbólógbòó ara yín pẹ̀lú ìṣe rẹ̀ sílẹ̀,0.15
"Bẹ́ẹ̀ ni Rutu lọ sí ilẹ̀ ìpakà tí ó sì ṣe gbogbo ohun tí ìyá ọkọ rẹ̀ sọ fún un, pé kí o ṣe.",Old Testament,Ruth,3,6,6.39,SPEAKER_00,RUT_003_Verse_006.wav,2.048828125,bẹ́ẹ̀ ni rutu lọ sí ilẹ̀ ìpàkà tí ó sì ṣe gbogbo ohun tí ìyá ọkọ rẹ̀ sọ fún un pé kí ó ṣe,0.25
Bí ènìyàn kan bá kẹ́ ìránṣẹ́ rẹ̀ lákẹ̀ẹ́jù láti kékeré yóò mú ìbànújẹ́ wá ní ìgbẹ̀yìn.,Old Testament,Proverbs,29,21,6.51,SPEAKER_00,PRO_029_Verse_021.wav,2.09375,bí ènìyàn kan bá kẹ́ ìránṣẹ́ rẹ̀ lákẹjù láti kékeré yóò mú ìbànújẹ́ wá ní ìgbà tí ọ̀nà yìnyín,0.375
"Àwọn ọmọ wẹ́wẹ́ yín yóò sì máa rin kiri nínú aginjù fun ogójì ọdún wọn ó máa jìyà nítorí àìnígbàgbọ́ yín, títí tí ọkàn gbogbo yín yóò fi ṣòfò tán ní aginjù.",Old Testament,Numbers,14,33,12.28,SPEAKER_00,NUM_014_Verse_033.wav,2.154296875,àwọn ọmọ wẹ́wẹ́ yín yóò sì máa rín kirí nínú aginjù fún ogójì ọdún wọn ó máa jìyà nítorí àìnígbàgbọ́ yín títí tí ọkàn gbogbo yín yóò fi ṣòfò tán ní aginjù,0.1875
"Nítorí bí àṣẹ ọba ṣe le tó, tí iná ìléru náà sì gbóná, ọwọ́ iná pa àwọn ọmọ-ogun tí wọ́n mú Ṣadraki, Meṣaki àti Abednego lọ.",Old Testament,Daniel,3,22,11.98,SPEAKER_00,DAN_003_Verse_022.wav,2.56640625,nítorí bí àṣẹ ọba ṣe lè tó tí iná ìléru náà sì gbóná ọwọ́ iná pa àwọn ọmọ-ogun tí wọ́n mú sadaki meṣaki àti abednego lọ,0.3076923076923077
"Nítòótọ́, nínú ọkàn wa a tilẹ̀ ní ìmọ̀lára wí pé a tí gba ìdálẹ́bi ikú, ṣùgbọ́n èyí farahàn láti má mú wa gbẹ́kẹ̀lé ara wa bí kò ṣe Ọlọ́run tí ń jí òkú dìde.",New Testament,2 Corinthians,1,9,17.25,SPEAKER_00,2CO_001_Verse_009.wav,1.8056640625,nítòótọ́ nínú ọkàn wa a tilẹ̀ ní ìmọ̀lára wí pé a tí gba ìdálẹ́bi ikú ṣùgbọ́n èyí farahàn láti máa mú wa gbẹ́kẹ̀lé ara wa bí kò ṣe ọlọ́run tí ń jí òkú dìde,0.14705882352941177
Nítorí Olúwa Ọlọ́run jẹ́ òòrùn àti asà; Olúwa fún ni ní ojúrere àti ọlá; kò sí ohun rere kan tí yóò fàsẹ́yìn fún àwọn tí ó rìn ní àìlábùkù.,Old Testament,Psalms,84,11,11.36,SPEAKER_00,PSA_084_Verse_011.wav,2.041015625,nítorí olúwa ọlọ́run jẹ́ oòrùn àti asà olúwa fún ni ní ojúrere àti ọlá kò sí ohun rere kan tí yóò fàsẹ́yìn fún àwọn tí ó rìn ní àìlábùkù,0.27586206896551724
"Nítorí bí mo ti ń kọjá lọ, tí mo wo àwọn ohun tí ẹ̀yin ń sìn, mo sì rí pẹpẹ kan tí a kọ àkọlé yìí sí: Fún Ọlọ́run àìmọ̀. Ǹjẹ́ ẹni tí ẹ̀yin ń sìn ni àìmọ̀ òun náà ni èmi ń sọ fún yin.",New Testament,Acts,17,23,17.06,SPEAKER_00,ACT_017_Verse_023.wav,1.76171875,nítorí bí mo ti ń kọjá lọ tí mo wọ àwọn ohun tí ẹ̀yin sìn mo sì rí pẹ́pẹ́ kan tí a kọ àkọlé yìí sí fún ọlọ́run àìmọ̀ ǹjẹ́ ẹni tí ẹ̀yin sìn ni àìmọ̀ òun náà ni èmi ń sọ fún yin,0.2826086956521739
"ìbínú Ọlọ́run dìde sí wọn ó pa àwọn tí ó jùlọ nínú wọn, ó sì lu àwọn ọ̀dọ́mọkùnrin Israẹli bolẹ̀.",Old Testament,Psalms,78,31,6.78,SPEAKER_00,PSA_078_Verse_031.wav,2.2890625,bínú ọlọ́run dìde sí wọn ó pa àwọn tí ó jùlọ nínú wọn ó sì lu àwọn ọ̀dọ́mọkùnrin yìí,0.25
"Ẹ̀yin kò gbọdọ̀ kórè oko yín tan pátápátá, bẹ́ẹ̀ ni ẹ̀yin kò gbọdọ̀ ṣa èso tí ó rẹ̀ bọ́ sílẹ̀ nínú ọgbà àjàrà yín. Ẹ fi wọ́n sílẹ̀ fún àwọn aláìní àti fún àwọn àlejò. Èmi ni Olúwa Ọlọ́run yín.",Old Testament,Leviticus,19,10,14.94,SPEAKER_00,LEV_019_Verse_010.wav,2.298828125,ẹ̀yin kò gbọdọ̀ kórè oko yín tan pátápátá bẹ́ẹ̀ ni ẹ̀yin kò gbọdọ̀ ṣa èso tí ó rẹ̀ bọ́ sílẹ̀ nínú ọgbà àjàrà yín ẹ fi wọ́n sílẹ̀ fún àwọn aláìní àti fún àwọn àlejò èmi ni olúwa ọlọ́run yín,0.225
"Èmi yóò mú ìrandíran wá láti ìdílé Jakọbu, àti láti Juda àwọn tí yóò jogún òkè ńlá mi wọ̀n-ọn-nì; àwọn àyànfẹ́ ènìyàn mi yóò jogún wọn, ibẹ̀ ni àwọn ìránṣẹ́ mi yóò sì gbé.",Old Testament,Isaiah,65,9,15.21,SPEAKER_00,ISA_065_Verse_009.wav,1.9091796875,èmi yóò mú ìrandíran wá láti ìdílé jakọbu àti láti juda àwọn tí yóò jogún òkè ńlá mi wọ̀n-ọn-nì àwọn àyànfẹ́ ènìyàn mi yóò jogún wọn ibẹ̀ ni àwọn ìránṣẹ́ mi,0.23529411764705882
"Kíyèsi i, òun kò gbẹ́kẹ̀lé àwọn ìránṣẹ́ rẹ̀, nínú àwọn angẹli rẹ̀ ní ó sì rí ẹ̀ṣẹ̀.",Old Testament,Job,4,18,6.41,SPEAKER_00,JOB_004_Verse_018.wav,2.33984375,kíyèsi i òun kò gbẹ́kẹ̀lé àwọn ìránṣẹ́ rẹ̀ nínú àwọn angẹli rẹ̀ ni ó sì rí ẹ̀ṣẹ̀,0.29411764705882354
"Bí kò ṣe ìrètí ìdájọ́ tí ó ba ni lẹ́rù, àti ti ìbínú ti o múná, tí yóò pa àwọn ọ̀tá run.",New Testament,Hebrews,10,27,8.49,SPEAKER_00,HEB_010_Verse_027.wav,2.0625,bí kò ṣe ìrètí ìdájọ́ tí ó ba ni lẹ́rù àti ti ìbínú tí ó múná tí yóò pa àwọn ọ̀tá run,0.2727272727272727
Àwọn tí ó wá láti Juda láti Benjamini àti láti Efraimu àti Manase tí ó ń gbé ní Jerusalẹmu jẹ́:,Old Testament,1 Chronicles,9,3,7.9,SPEAKER_00,1CH_009_Verse_003.wav,2.474609375,àwọn tí ó wá láti juda láti benjamini àti láti efraimu àti manase tí ó ń gbé ní jerusalẹmu jẹ,0.35
"Gbé ohùn rẹ sókè, ìwọ ọmọbìnrin Galimu! Dẹ etí sílẹ̀, ìwọ Laiṣa! Ìwọ òtòṣì Anatoti!",Old Testament,Isaiah,10,30,8.62,SPEAKER_00,ISA_010_Verse_030.wav,2.494140625,bí ohùn rẹ sókè ìwọ ọmọbìnrin galimu dẹ̀tí sílẹ̀ ìwọ laiṣa ìwọ òtòṣì anatoti,0.6
"Ìpín fún ẹ̀yà Juda, ní agbo ilé agbo ilé, títí dé agbègbè Edomu, títí dé aginjù Sini ní òpin ìhà gúúsù.",Old Testament,Joshua,15,1,8.47,SPEAKER_00,JOS_015_Verse_001.wav,1.8408203125,ibi fún ẹ̀yà juda ní agbo ilé agbo ilé títí dé agbègbè edomu títí dé aginjù sí ni ní òpin ìhà gúúsù,0.3333333333333333
"Nítorí nígbà tí mo mú wọn dé ilẹ̀ náà, tí mo gbé ọwọ́ mi sókè láti fi í fún wọn, nígbà náà ni wọ́n rí olúkúlùkù òkè gíga, àti gbogbo igi bíbò, wọ́n sì rú ẹbọ wọn níbẹ̀, wọ́n sì gbé ìmúnibínú ọrẹ wọ́n kalẹ̀ níbẹ̀; níbẹ̀ pẹ̀lú ni wọ́n ṣe òórùn dídùn wọn, wọ́n sì ta ohun ọrẹ mímu sílẹ̀ níbẹ̀.",Old Testament,Ezekiel,20,28,23.44,SPEAKER_00,EZK_020_Verse_028.wav,2.359375,nítorí nígbà tí mo mú wọn dé ilẹ̀ náà tí mo gbé ọwọ́ mi sókè láti fi fún wọn nígbà náà ni wọ́n rí olúkúlùkù òkè gíga àti gbogbo igi bíbò wọ́n sì rú ẹbọ wọn níbẹ̀ wọ́n sì gbé ìmúnibínú ọrẹ wọn kalẹ̀ níbẹ̀ níbẹ̀ pẹ̀lú ni wọ́n ṣe òórùn dídùn wọn wọ́n sì ta ohun ọrẹ mímú sílẹ̀ níbẹ̀,0.1935483870967742
"Ibìkan náà ni gbogbo wọn ń lọ, wọ́n wá láti inú erùpẹ̀, inú erùpẹ̀ náà ni wọn yóò tún padà sí.",Old Testament,Ecclesiastes,3,20,6.93,SPEAKER_00,ECC_003_Verse_020.wav,2.53515625,ibìkan náà ni gbogbo wọn lọ wọ́n wá láti inú erùpẹ̀ inú erùpẹ̀ náà ni wọn yóò tún padà sí,0.23809523809523808
"Ṣùgbọ́n bí a bá ń ti ọwọ́ Ẹ̀mí ṣamọ̀nà yín, ẹ̀yin kò sí lábẹ́ òfin.",New Testament,Galatians,5,18,6.06,SPEAKER_00,GAL_005_Verse_018.wav,1.8857421875,ṣùgbọ́n bí a bá ń ti ọwọ́ ẹ̀mí ṣamọ̀nà yín ẹ̀yin kò sí lábẹ́ òfin,0.26666666666666666
"àwọn tí ó jẹ ẹran-ara àwọn ènìyàn mi, wọn sì bọ́ awọ ara wọn kúrò lára wọn. Wọ́n sì fọ́ egungun wọn sí wẹ́wẹ́; wọn sì gé e sí wẹ́wẹ́ bí ẹran inú ìkòkò, bí ẹran inú agbada?”",Old Testament,Micah,3,3,12.8,SPEAKER_00,MIC_003_Verse_003.wav,1.6708984375,àwọn tí ó jẹ́ ẹran-ara àwọn ènìyàn mi wọ́n sì bọ́ awọ ara wọn kúrò lára wọn wọ́n sì fọ́ egungun wọn sí wẹwẹ wọ́n sì gé e sí wẹwẹ bí ẹran inú ìkòkò bí ẹran inú agbada,0.2631578947368421
"Kí ojú kí ó tì wọ́n, kí wọn kí ó sì dààmú pọ̀, àní àwọn tí ń yọ̀ sí ìyọnu mi kí a fi ìtìjú àti àbùkù wọ̀ wọ́n ní aṣọ tí ń gbéraga sí mi.",Old Testament,Psalms,35,26,12.5,SPEAKER_00,PSA_035_Verse_026.wav,2.408203125,kí ojú kí òtìwọ́n kí wọn kí ó sì dààmú pọ̀ àní àwọn tí ń yọ̀ sí ìyọnu mi kí a fi ìtìjú àti àbùkù wọ̀ wọ́n ní aṣọ tí ń gbéraga sí mi,0.16666666666666666
Ẹ yìn ín fún iṣẹ́ agbára rẹ̀. Ẹ yìn ín fún títóbi rẹ̀ tí ó tayọ̀.,Old Testament,Psalms,150,2,4.97,SPEAKER_00,PSA_150_Verse_002.wav,2.068359375,ẹ̀yin fún iṣẹ́ agbára rẹ̀ ẹ̀yin fún títóbi rẹ̀ tí ó tayọ̀,0.5
"Nítòótọ́, ó ti yí ọwọ́ rẹ̀ padà sí mi síwájú àti síwájú sí i ní gbogbo ọjọ́.",Old Testament,Lamentations,3,3,7.28,SPEAKER_00,LAM_003_Verse_003.wav,2.46484375,nítòótọ́ ó ti yí ọwọ́ rẹ̀ padà sí mi síwájú àti síwájú sí i ní gbogbo ọjọ́,0.11764705882352941
"Eliṣa wí fún un pé, “Wí fún un, ‘Ìwọ ti lọ ṣe gbogbo àníyàn iṣẹ́ ìyìnrere fún wa. Nísinsin yìí kí ni a lè ṣe fún ọ?’ ” “Ṣé a lè jẹ́ agbẹnusọ fún ọ ní ọ̀dọ̀ ọba tàbí olórí ogun?”",Old Testament,2 Kings,4,13,15.21,SPEAKER_00,2KI_004_Verse_013.wav,2.19921875,eliṣa wí fún un pé wí fún un ìwọ ti lọ ṣe gbogbo àníyàn iṣẹ́ ìyìnrere fún wa nísinsin yìí kí ni a lè ṣe fún ọ ṣé a lè jẹ́ agbẹnusọ fún ọ ní ọ̀dọ̀ ọba,0.3170731707317073
"Nípa ogun jíjà àti ìjìyà ti o le ni ó fi dojúkọ ọ́ pẹ̀lú ìjì gbígbóná ni ó lé e jáde, gẹ́gẹ́ bí ọjọ́ tí afẹ́fẹ́ ìlà-oòrùn fẹ́.",Old Testament,Isaiah,27,8,11.22,SPEAKER_00,ISA_027_Verse_008.wav,1.814453125,nípa ogun jíjà àti ìjìyà tí ó lè ni ó fi dojúkọ ọ́ pẹ̀lú ìjì gbígbóná ni ó lè jáde gẹ́gẹ́ bí ọjọ́ tí afẹ́fẹ́ ìlà-oòrùn fẹ́,0.2857142857142857
Ní ojoojúmọ́ èmi yóò yìn ọ́ èmi yóò sì pòkìkí orúkọ rẹ láé àti láéláé.,Old Testament,Psalms,145,2,5.72,SPEAKER_00,PSA_145_Verse_002.wav,2.568359375,ní ojoojúmọ́ èmi yóò yìn èmi yóò sì pòkè kí orúkọ rẹ láé àti láéláé,0.3333333333333333
"Wọ́n sì dó sí òdìkejì ara wọn fún ọjọ́ méje, àti ní ọjọ́ keje, wọ́n pàdé ogun. Àwọn ọmọ Israẹli sì pa ọ̀kẹ́ márùn-ún (100,000) ẹlẹ́ṣẹ̀ nínú àwọn ará Aramu ní ọjọ́ kan.",Old Testament,1 Kings,20,29,11.33,SPEAKER_00,1KI_020_Verse_029.wav,1.751953125,wọ́n sì dó sí òdìkejì ara wọn fún ọjọ́ méje àti ní ọjọ́ keje wọ́n pàdé ogun àwọn ọmọ israẹli sì pa ọ̀kẹ́ márùn-ún ẹlẹ́ṣẹ̀ nínú àwọn ará ara wọn ní ọjọ́ kan,0.30303030303030304
Ìwọ yóò gé ọwọ́ rẹ̀ náà kúrò. Má ṣe ṣàánú fún un.,Old Testament,Deuteronomy,25,12,4.41,SPEAKER_00,DEU_025_Verse_012.wav,1.794921875,ìwọ yóò gbé ọwọ́ rẹ náà kúrò má ṣe ṣàánú fún un,0.5
"Mo sì mọ̀ pé nígbà tí mo bá dé ọ̀dọ̀ yín, èmi yóò wà ní ẹ̀kúnrẹ́rẹ́ ìbùkún ìyìnrere Kristi.",New Testament,Romans,15,29,6.2,SPEAKER_00,ROM_015_Verse_029.wav,1.7275390625,mo sì mọ̀ pé nígbà tí mo bá dé ọ̀dọ̀ yín èmi yóò wà ní ẹ̀kúnrẹ́rẹ́ ìbùkún ìyìnrere kristi,0.15789473684210525
ẹni tí ó fẹ́ kí gbogbo ènìyàn ní ìgbàlà kí wọ́n sì wá sínú ìmọ̀ òtítọ́.,New Testament,1 Timothy,2,4,5.46,SPEAKER_00,1TI_002_Verse_004.wav,2.544921875,ẹni tí ó fẹ́ kí gbogbo ènìyàn ní ìgbàlà kí wọ́n sì wá sínú ìmọ̀ òtítọ́,0.0625
"Òun sá à mọ ẹlẹ́tàn ènìyàn; àti pé ṣé bí òun bá rí ohun búburú, ṣé òun kì i fi iyè sí i?",Old Testament,Job,11,11,6.09,SPEAKER_00,JOB_011_Verse_011.wav,1.9462890625,òun sá à mọ ẹlẹ́tan ènìyàn àti pé ṣé bí òun bá rí ohun búburú ṣé òun kì í fiyèsí i,0.391304347826087
"àwọn tí ó kójọ láti ilẹ̀ wọ̀n-ọn-nì, láti ìlà-oòrùn àti ìwọ̀-oòrùn, láti àríwá àti Òkun wá.",Old Testament,Psalms,107,3,7.51,SPEAKER_00,PSA_107_Verse_003.wav,2.279296875,àwọn tí ó kójọ láti ilẹ̀ wọ̀n-ọn-nì láti ìlà-oòrùn àti ìwọ̀-oòrùn láti àríwá àti òkúnwà,0.25
"Ní ìgbà tí Olúwa mú un yín jáde wá sí ilẹ̀ Kenaani, Hiti, Amori, Hifi àti ilẹ̀ àwọn Jebusi; ilẹ̀ tí ó ti ṣe búra láti fi fún àwọn baba ńlá yín, ilẹ̀ tí ó ń sàn fún wàrà àti oyin, ẹ ni láti pa ìsìn yìí mọ́ ní oṣù yìí.",Old Testament,Exodus,13,5,21.71,SPEAKER_00,EXO_013_Verse_005.wav,1.8818359375,ní ìgbà tí olúwa mú yín jáde wá sí ilẹ̀ kenaani etí amori hifi àti ilẹ̀ àwọn jebusi ilẹ̀ tí ó ti ṣe búra láti fi fún àwọn baba ńlá yín ilẹ̀ tí ó ń sàn fún wàrà àti oyin ẹni láti pa ẹ̀sìn yín mọ́ ní oṣù yìí,0.29411764705882354
"“Ó sọ fún wọn pé, ‘Ọ̀tá ni ó ṣe èyí.’ “Àwọn ọmọ ọ̀dọ̀ rẹ̀ tún bí i pé, ‘Ǹjẹ́ ìwọ ha fẹ́ kí a fa èpò náà tu kúrò?’",New Testament,Matthew,13,28,10.2,SPEAKER_00,MAT_013_Verse_028.wav,1.8388671875,ó sọ fún wọn pé ọ̀tá ni ó ṣe èyí àwọn ọmọ ọ̀dọ̀ rẹ̀ tún bí i pé ǹjẹ́ ìwọ ha fẹ́ kí a fa ipò náà tu kúrò,0.3103448275862069
“Bí ilẹ̀ mi bá sì ké rara lòdì sí mi tí a sì fi omijé kún gbogbo poro rẹ̀.,Old Testament,Job,31,38,6.24,SPEAKER_00,JOB_031_Verse_038.wav,2.1640625,bí ilẹ̀ mi bá sì ké rara lòdì sí mi tí a sì fi omijé kún gbogbo rẹ̀,0.15789473684210525
Nítorí náà Isaaki jókòó ní Gerari.,Old Testament,Genesis,26,6,4.18,SPEAKER_00,GEN_026_Verse_006.wav,2.205078125,nítorí náà isaaki jókòó ní gerari,0.5
"Ó dàbí ìwúkàrà, tí obìnrin kan mú, tí ó fi sínú òsùwọ̀n ìyẹ̀fun mẹ́ta, títí gbogbo rẹ̀ ó fi di wíwú.” Ọ̀nà tóóró",New Testament,Luke,13,21,10.54,SPEAKER_00,LUK_013_Verse_021.wav,1.7939453125,ó dàbí ìwúkàrà tí obìnrin kan mú tí ó fi sínú òsùwọ̀n ìyẹ̀fun mẹ́ta títí gbogbo rẹ̀ ó fi di wíwú,0.30434782608695654
Ẹ rí i dájú pé ọba tí Olúwa Ọlọ́run yín yàn fún un yín ní ẹ yàn. Ó gbọdọ̀ jẹ́ láàrín àwọn arákùnrin yín. Ẹ má ṣe fi àjèjì jẹ ọba lórí i yín: àní ẹni tí kì í ṣe arákùnrin ní Israẹli.,Old Testament,Deuteronomy,17,15,15.08,SPEAKER_00,DEU_017_Verse_015.wav,1.892578125,ẹ rí i dájú pé ọba ti olúwa ọlọ́run yín yàn fún un yín ní ẹ̀yàn ó gbọdọ̀ jẹ ẹ́ láàrín àwọn arákùnrin yín ẹ má ṣe fi àjèjì jẹ ọba lórí yín àní ẹni tí kì í ṣe arákùnrin ní israẹli,0.32558139534883723
"Ó sì kú ní Kiriati-Arba (ìyẹn ní Hebroni) ní ilẹ̀ Kenaani, Abrahamu lọ láti ṣọ̀fọ̀ àti láti sọkún nítorí Sara.",Old Testament,Genesis,23,2,10.65,SPEAKER_00,GEN_023_Verse_002.wav,2.39453125,ó sì kú ní kiriati-aba ènìyàn ní hebroni ní ilẹ̀ kenaani abrahamu lọ láti ṣọ̀fọ̀ àti láti sọkún un nítorí sara,0.4
"Kaini sì kúrò níwájú Olúwa, ó sì ń gbé ilẹ̀ Nodi ní ìhà ìlà-oòrùn Edeni.",Old Testament,Genesis,4,16,7.63,SPEAKER_00,GEN_004_Verse_016.wav,1.6767578125,kani sì kúrò níwájú olúwa ó sì ń gbé ilẹ̀ nodi ní ìhà ìlà-oòrùn ọlọ̀rọ̀,0.26666666666666666
"Ó sì gbé mi nínú ẹ̀mí lọ sí aginjù: mo sì rí obìnrin kan ó jókòó lórí ẹranko aláwọ̀ òdòdó kan tí ó kún fún orúkọ ọ̀rọ̀-òdì, ó ní orí méje àti ìwo mẹ́wàá.",New Testament,Revelation,17,3,12.42,SPEAKER_00,REV_017_Verse_003.wav,2.521484375,ó sì gbé mi nínú ẹ̀mí lọ sí aginjù mo sì rí obìnrin kan ó jókòó lórí ẹranko aláwọ̀ ododo kan tí ó kún fún orúkọ ọ̀rọ̀-òdì ó ní orí méje àti ìwo mẹ́wàá,0.14705882352941177
"Farao rán àwọn ènìyàn rẹ̀ láti lọ ṣe ìwádìí, wọ́n sì rí pé ẹyọ kan kò kú lára àwọn ẹran ọ̀sìn ará Israẹli. Síbẹ̀ náà, Farao kò yí ọkàn rẹ̀ padà àti pé kò jẹ́ kí àwọn ènìyàn ó lọ. Ààrùn Oówo",Old Testament,Exodus,9,7,20.0,SPEAKER_00,EXO_009_Verse_007.wav,2.423828125,fara rán àwọn ènìyàn rẹ̀ láti lọ ṣe ìwádìí wọ́n sì rí i pé ẹyọ kan kò kú lára àwọn ẹran ọ̀sìn ará israẹli síbẹ̀ náà farao kò yí ọkàn rẹ̀ padà àti pé kò jẹ́ kí àwọn ènìyàn lọ,0.2619047619047619
"Èmi yóò yìn ọ títí fún ohun tí ó ti ṣe; èmi ní ìrètí nínú orúkọ rẹ, nítorí orúkọ rẹ dára. Èmi yóò yìn ọ́ níwájú àwọn ènìyàn mímọ́.",Old Testament,Psalms,52,9,13.56,SPEAKER_00,PSA_052_Verse_009.wav,1.9453125,èmi yóò yìn ọ títí fún ohun tí ó ti ṣe èmi ni ìrètí nínú orúkọ rẹ̀ nítorí orúkọ rẹ̀ dára èmi yóò yìn ọ níwájú àwọn ènìyàn mímọ́,0.3103448275862069
"Nígbà náà ni Olúwa wí fún Jakọbu pé, “Padà lọ sí ilẹ̀ àwọn baba à rẹ, sí ọ̀dọ̀ àwọn ará rẹ, èmi ó sì wà pẹ̀lú rẹ.”",Old Testament,Genesis,31,3,9.61,SPEAKER_00,GEN_031_Verse_003.wav,2.548828125,nígbà náà ni olúwa wí fún jakọbu pé padà lọ sí ilẹ̀ àwọn baba rẹ̀ sí ọ̀dọ̀ àwọn ará rẹ̀ èmi ó sì wà pẹ̀lú rẹ̀,0.3333333333333333
"Ó ṣe aṣọ títa aláró, àti elése àlùkò, àti òdòdó, àti ọ̀gbọ̀ olókùn wẹ́wẹ́ tí í ṣe ọlọ́nà, tí òun ti àwọn kérúbù ni kí á ṣe é.",Old Testament,Exodus,36,35,12.95,SPEAKER_00,EXO_036_Verse_035.wav,2.41796875,ó ṣe aṣọ títa alárú àti elése àlùkò àti òdùdu àti ọ̀gbọ̀ olókùn wẹ́wẹ́ tí í ṣe ọlọ́nà tí òun ti àwọn kérúbù ni kí a ṣe é,0.25
"Ọba sì wí fún Absalomu pé, “Bẹ́ẹ̀ kọ, ọmọ mi, mo bẹ̀ ọ́, má ṣe jẹ́ kí gbogbo wa lọ, kí a má bá à mú ọ náwó púpọ̀.” Ó sì rọ̀ ọ́ gidigidi, ṣùgbọ́n òun kò fẹ́ lọ, òun sì súre fún un.",Old Testament,2 Samuel,13,25,12.54,SPEAKER_00,2SA_013_Verse_025.wav,1.8447265625,ọba sì wí fún absalomu pé bẹ́ẹ̀ kọ ọmọ mi mo bẹ̀ ọ́ má ṣe jẹ́ kí gbogbo wa lọ kí a má ba à mú ọ nọ́wọ́ púpọ̀ ó sì rọ̀ ọ́ gidigidì ṣùgbọ́n òun kò fẹ́ lọ òun sì súre fún un,0.3409090909090909
"nígbà náà ni ó lè sọ̀rọ̀ ní etí wọn, yóò sì dẹ́rùbà wọ́n pẹ̀lú ìbáwí,",Old Testament,Job,33,16,4.35,SPEAKER_00,JOB_033_Verse_016.wav,2.646484375,nígbà náà ni ó le sọ̀rọ̀ ní etí wọn yóò sì dẹ́rùbà wọn pẹ̀lú ìbàwí,0.26666666666666666
Nítòótọ́ ohun tí a ti yàn fún mi ní í ṣe; ọ̀pọ̀lọpọ̀ irú ohun bẹ́ẹ̀ ni ó wà ní ọwọ́ rẹ̀.,Old Testament,Job,23,14,6.73,SPEAKER_00,JOB_023_Verse_014.wav,2.041015625,nítòótọ́ ohun tí a ti yàn fún mi ní í ṣe ọ̀pọ̀lọpọ̀ irú ohun bẹ́ẹ̀ ni ó wà ní ọwọ́ rẹ̀,0.14285714285714285
"Ṣé èmi nìkan àti Barnaba, àwa kò ha ní agbára láti máa ṣiṣẹ́ bọ́ ara wa ni?",New Testament,1 Corinthians,9,6,7.26,SPEAKER_00,1CO_009_Verse_006.wav,2.376953125,ṣé èmi nìkan àti barnaba àwa kò ha ni agbára láti máa ṣiṣẹ́ bọ́ ara wa nì,0.23529411764705882
"Ẹ̀yin fi irọ́ bá mi sọ̀rọ̀, oníṣègùn lásán ni gbogbo yín.",Old Testament,Job,13,4,4.78,SPEAKER_00,JOB_013_Verse_004.wav,1.2216796875,ẹ̀yin fi irọ́ bá mi sọ̀rọ̀ oníṣègùn lásán ni gbogbo wọ̀nyí,0.2727272727272727
"Bẹ́ẹ̀ ni kò sí ẹni tí fi ọtí tuntun sínú ògbólógbòó ìgò-awọ; bí a bá ṣe bẹ́ẹ̀, ìgò-awọ yóò bẹ́, ọtí á sì tú jáde, ìgò-awọ á sì ṣègbé. Ṣùgbọ́n ọtí tuntun ni wọn í fi sínú ìgò-awọ tuntun àwọn méjèèjì a sì ṣe déédé.” Ọmọbìnrin tó kú àti obìnrin onísun-ẹ̀jẹ̀",New Testament,Matthew,9,17,25.78,SPEAKER_00,MAT_009_Verse_017.wav,1.9267578125,bẹ́ẹ̀ ni kò sí ẹni tí i fi ọtí tuntun sínú ògbólógbòó ìgò-awọ bí a bá ṣe bẹ́ẹ̀ ìgò-awọ yóò bẹ̀ ọtí a sì tú jáde ìgò-awọ a sì ṣègbé ṣùgbọ́n ọtí tuntun ni wọ́n fi sínú ìgò-awọ tuntun àwọn méjèèjì a sì ṣe déédéé,0.37254901960784315
